Date,close,realizedcap,miner_revenue_total,miner_fees_percent,nupl,relative_unrealised_profit,relative_unrealised_loss,net_flow_vol,transaction_rate,total_transaction,in_house_exchange_volume,mvrv_z_score,exchange_net_positions_change,SPY
2015-09-28 00:00:00+00:00,0.5765046573588071,172039624.628938,24723.491096609,0.000375042,-3.21668341016155,1.77805209205869e-08,3.21668342794207,142339.736580444,0.070775462962962,6115,1293.97895,-2.5652398795958202,1594647.3908976382,188.00999450683594
2015-09-29 00:00:00+00:00,0.6602300456258531,171731349.169312,24373.564828421,0.00036422,-2.67776874068436,7.8142428821e-05,2.67784688311318,-46081.4641898656,0.06640046296296201,5737,100000.0,-2.43465449688177,1497444.5688679414,188.1199951171875
2015-09-30 00:00:00+00:00,0.7412454591773441,171578375.948693,25105.885327116,0.000333998,-2.2696002835333102,0.000355515741051,2.26995579927436,76748.18738373498,0.067893518518518,5866,100000.0,-2.30970285871264,1551067.469267699,191.6300048828125
2015-10-01 00:00:00+00:00,0.6789092910769511,170952812.42209,27430.799199463,0.00031963900000000003,-2.55572044059757,6.7004368719e-05,2.55578744496629,-28534.430692384994,0.074293981481481,6419,0.0,-2.38890938527359,1394525.881105219,192.1300048828125
2015-10-02 00:00:00+00:00,0.6810384549085691,170807436.495739,26922.890296663,0.00036271400000000004,-2.54177636304073,7.8479448882e-05,2.54185484248961,27123.609727160303,0.07004629629629601,6052,0.0,-2.38373838333205,1459621.4079443077,195.0
2015-10-05 00:00:00+00:00,0.6295696946875841,170692195.187964,26148.361773507,0.00043929200000000004,-2.82035568903743,1.3155384628000001e-05,2.82036884442206,-22971.9128212488,0.07222222222222201,6240,1482.57895,-2.45864389703618,1361490.9259954514,198.47000122070312
2015-10-06 00:00:00+00:00,0.6526873082068251,170577299.706449,25046.557799954,0.00039906900000000005,-2.68010776613043,0.00016410878139700002,2.68027187491183,-169239.62180780113,0.07472222222222201,6456,0.0,-2.42059712874582,1159262.4640524834,197.7899932861328
2015-10-07 00:00:00+00:00,0.611480671740395,170495940.750918,26145.776739921,0.000465964,-2.92437371183291,8.460479875e-06,2.92438217231279,2000.412467030299,0.082326388888888,7113,0.0,-2.47886978740479,1110162.2624207335,199.41000366210938
2015-10-08 00:00:00+00:00,0.652907870425532,170346770.910388,26790.410433368,0.00044691100000000003,-2.67035749284495,0.000280710657815,2.67063820350276,66868.29401478199,0.080162037037037,6926,0.0,-2.41402850374175,1116158.6183737498,201.2100067138672
2015-10-09 00:00:00+00:00,0.6500276559424121,170224425.630834,25462.715468384,0.000444148,-2.6833022441445,0.00018633818516400002,2.68348858232966,-5804.0818076556025,0.07825231481481401,6761,0.0,-2.41852505311119,165722.25649892073,201.3300018310547
2015-10-12 00:00:00+00:00,0.627778959970787,170089755.929822,26814.453807321,0.000399181,-2.80446774951969,3.7334257823e-05,2.80450508377751,-4980.690587051009,0.07605324074074,6571,1383.97895,-2.45214593678614,202570.38374608103,201.52000427246094
2015-10-13 00:00:00+00:00,0.6126859472071261,169770573.006317,26680.6044988,0.00046188,-2.88980839647175,2.9197164322000002e-05,2.88983759363607,1635.110137872005,0.07887731481481401,6815,0.0,-2.4701686828974,223507.47836728953,200.25
2015-10-14 00:00:00+00:00,0.5264634494070011,169381068.799313,25887.456998521,0.00045705500000000005,-3.50909153273273,3.9833007280000006e-06,3.50909551603346,46915.38751353399,0.078912037037037,6818,0.0,-2.5852593366945102,240397.57843805477,199.2899932861328
2015-10-15 00:00:00+00:00,0.5607659243292781,168969721.457814,25629.339093862,0.0007362790000000001,-3.21669662844223,2.086629246e-05,3.21671749473469,-5669.817194100804,0.074907407407407,6472,0.0,-2.52162977601041,220581.71498415433,202.35000610351562
2015-10-16 00:00:00+00:00,0.5334815109186141,168450448.011555,25462.585696546,0.0008317870000000001,-3.42845877845347,5.010821426000001e-06,3.4284637892749,-16516.019926139998,0.078344907407407,6769,75000.0,-2.5596701439483702,164245.8566284096,203.27000427246094
2015-10-19 00:00:00+00:00,0.49107455400158206,168087687.187431,25978.41796914,0.00045034400000000004,-3.7928812511006598,1.12840499878041e-07,3.7928813639411603,-44430.500132072106,0.076354166666666,6597,75000.0,-2.61171356961837,112947.70792052522,203.3699951171875
2015-10-20 00:00:00+00:00,0.435683366129035,167929085.318505,26204.027019799,0.00043989500000000004,-4.3922932621532,2.7383183130474e-08,4.39229328953638,-29964.727526790986,0.06821759259259201,5894,51889.97895,-2.68708151615832,90206.4196101604,203.11000061035156
2015-10-21 00:00:00+00:00,0.45332638977349005,167532066.540778,26056.562107735,0.00038976200000000004,-4.16668980523756,7.821639346000001e-06,4.16669762687691,220443.21646526,0.071458333333333,6174,0.0,-2.64952402213701,268215.10461503174,201.85000610351562
2015-10-22 00:00:00+00:00,0.5684342994528611,167219809.615446,25343.981754838,0.0005208540000000001,-3.11242655598568,0.00070152400651,3.11312807999219,18832.154638670996,0.069004629629629,5962,200000.0,-2.47325730225235,278567.5998226069,205.25999450683594
2015-10-23 00:00:00+00:00,0.5446456657267741,166923320.263249,27568.591691392,0.0004986810000000001,-3.28056520059855,0.000260809399384,3.28082600999793,136826.89063052498,0.079409722222222,6861,50000.0,-2.50207879541192,402833.39611928165,207.50999450683594
2015-10-26 00:00:00+00:00,0.734326847745132,166468937.611234,25922.960767122,0.00041558800000000005,-2.16506419403478,0.008599199958404,2.17366339399319,-89685.84077840002,0.06840277777777701,5910,0.0,-2.22889816921537,259051.38106750418,207.0
2015-10-27 00:00:00+00:00,0.8836603772324391,166013572.467385,27548.277897578,0.000686173,-1.61490059419289,0.016008415941465,1.63090901013436,29018.994368446,0.078125,6750,301543.97895,-1.99784487977159,305779.82170370873,206.60000610351562
2015-10-28 00:00:00+00:00,1.020403901553632,165404168.824247,26355.58619663,0.00041352500000000004,-1.2614975703389901,0.025900567348687002,1.28739813768768,27554.95695929299,0.084953703703703,7340,200000.0,-1.7991584624525498,190995.1033407962,208.9499969482422
2015-10-29 00:00:00+00:00,1.2209157426429331,165254543.542188,27523.33200174,0.00045600400000000003,-0.883494877556327,0.048257620860997004,0.9317524984173251,111110.01085151,0.09004629629629601,7780,0.0,-1.50337176698554,348186.5455637267,208.8300018310547
2015-10-30 00:00:00+00:00,1.042456729263871,164724266.468049,27733.62257166,0.00048555900000000004,-1.19584210835635,0.026815938958178003,1.22265804731453,324744.193080412,0.09153935185185101,7909,200000.0,-1.76737843595869,596182.4231078755,207.92999267578125
2015-11-02 00:00:00+00:00,1.002164018037469,164394980.509408,27144.614763973,0.00038298600000000004,-1.28006779342582,0.023556531650572,1.30362432507639,-6458.735025211994,0.075729166666666,6543,0.0,-1.85301084261757,553579.7422841769,210.38999938964844
2015-11-03 00:00:00+00:00,1.013402178925885,164367812.247392,27618.02160099,0.000443202,-1.25361760756246,0.024256370300501002,1.27787397786296,-35524.81404399898,0.08556712962962901,7393,1889.97895,-1.8440573692842,507993.0243061492,211.0
2015-11-04 00:00:00+00:00,0.8866473512808231,164216567.407251,27725.799106951,0.000338777,-1.57161844822402,0.01416665011452,1.58578509833854,-7654.6554273450165,0.08140046296296201,7033,75000.0,-2.04498119010503,523310.1678878637,210.36000061035156
2015-11-05 00:00:00+00:00,0.8912353618444511,164131728.523959,27302.000140524,0.00038802600000000003,-1.55526844622597,0.014493061070891001,1.56976150729686,28390.391739143,0.086666666666666,7488,59.32496848,-2.04440597496782,720940.1076411381,210.14999389648438
2015-11-06 00:00:00+00:00,0.9352310325706221,163986765.329996,27438.123770157,0.000580808,-1.4396375572495899,0.018262188721107003,1.4578997459707,39303.812873918,0.09113425925925901,7874,0.0,-1.9790103391528,758243.5267098024,210.0399932861328
2015-11-09 00:00:00+00:00,0.9949840517089291,163140320.450782,27070.794352919,0.000416061,-1.25682927350384,0.023568624074345002,1.28039789757819,256783.99150214097,0.08898148148148101,7688,0.0,-1.89000286198723,1056765.1551457215,208.0800018310547
2015-11-10 00:00:00+00:00,0.9302331702268181,162876443.547689,27459.413692628,0.0005590500000000001,-1.41304137593797,0.017250688791143002,1.43029206472911,15833.9565320685,0.094236111111111,8142,400000.0,-2.00130046318625,1115150.3550141137,208.55999755859375
2015-11-11 00:00:00+00:00,0.7802928915828461,162840098.884266,27842.139291328,0.000828844,-1.87536543075421,0.007004958902431001,1.8823703896566402,-93379.7321422268,0.118252314814814,10217,1599.97895,-2.24931717522538,1026751.2269736212,207.74000549316406
2015-11-12 00:00:00+00:00,0.8990907371339151,162798360.354388,28057.920351202,0.0009227020000000001,-1.49394274126612,0.014904602215507,1.50884734348163,-43886.78889016889,0.10842592592592501,9368,80000.0,-2.06516136089872,981229.2540465705,204.83999633789062
2015-11-13 00:00:00+00:00,0.906731771199161,162741130.018687,28199.739552465,0.0005171430000000001,-1.47172729829065,0.015708680881997002,1.4874359791726501,201.72021972260336,0.091273148148148,7886,0.0,-2.05928477588321,934515.6271881033,202.5399932861328
2015-11-16 00:00:00+00:00,0.9300079949605571,162687382.454691,27405.425885973,0.00037473,-1.40828274033885,0.01798936739394,1.42627210773279,-39097.473160834896,0.08606481481481401,7436,0.0,-2.04413240466197,806528.2179843113,205.6199951171875
2015-11-17 00:00:00+00:00,1.009847648651842,162375259.360512,27803.190579651,0.00034517,-1.20502283899513,0.027201553650754003,1.23222439264588,40796.32564861189,0.08269675925925901,7145,0.0,-1.9137550825885001,843864.7989303544,205.47000122070312
2015-11-18 00:00:00+00:00,0.9855366463413531,162303688.511831,27262.352725397,0.000378598,-1.25204389090971,0.024030021600860003,1.27607391251057,-23737.4500758485,0.08521990740740701,7363,0.0,-1.9591352224935399,864557.8030146379,208.72999572753906
2015-11-19 00:00:00+00:00,0.9562450205472711,162246747.500656,26579.301439514,0.000596853,-1.32110313928063,0.020419073695864,1.3415222129764999,-1409.146911112599,0.102685185185185,8872,1753.97874,-2.01626489948621,893113.326675918,208.5500030517578
2015-11-20 00:00:00+00:00,0.9290613271958591,162245058.835439,25142.455649242,0.00047675900000000005,-1.38819858377387,0.017514077784214002,1.40571266155809,-6044.444661899997,0.07346064814814801,6347,0.0,-2.06865456475624,666625.5975087546,209.30999755859375
2015-11-23 00:00:00+00:00,0.9473873416007431,161843760.24946,27285.659834718,0.000488025,-1.32862592629198,0.019350546942359003,1.34797647323434,299226.195739308,0.09560185185185101,8260,0.0,-2.0456415196815,781047.0996078718,209.07000732421875
2015-11-24 00:00:00+00:00,0.8991214693001711,161526972.034679,26861.091491027,0.000482724,-1.45191053074579,0.014406466821891001,1.46631699756768,-7523.2355613247055,0.082743055555555,7149,0.0,-2.13404159759746,778176.5825125147,209.35000610351562
2015-11-25 00:00:00+00:00,0.8635009747861021,161459909.23046,26484.334630992,0.000470453,-1.55206324062709,0.011293069201658,1.56335630982874,-13415.984881253898,0.08214120370370301,7097,1671.97874,-2.20214770755985,854446.3624969982,209.32000732421875
2015-11-27 00:00:00+00:00,0.8729466195164061,159965368.216103,27896.274192619,0.000336934,-1.48791548360694,0.011970582245057001,1.499886065852,-30048.652884902498,0.07684027777777701,6639,0.0,-2.16372281777327,1421269.0686928872,209.55999755859375
2015-11-30 00:00:00+00:00,0.871784397312183,159816719.508583,27380.815751538,0.0007602310000000001,-1.48793256552438,0.011805182949638001,1.49973774847402,10970.666065628495,0.103668981481481,8957,0.0,-2.18728678520791,968798.8664341848,208.69000244140625
2015-12-01 00:00:00+00:00,0.8717654426749181,159805040.582087,27555.886888945,0.000474468,-1.48648054031792,0.01179861975559,1.49827916007351,8530.214401539604,0.07849537037037001,6782,0.0,-2.19426459799756,993056.9050558303,210.67999267578125
2015-12-02 00:00:00+00:00,0.8204353796389471,159784353.531701,26018.469372532,0.00043961600000000004,-1.64100747109035,0.008252692784168,1.6492601638745201,7430.084875026296,0.07518518518518501,6496,102025.97874,-2.29078695281554,1006945.7152769975,208.52999877929688
2015-12-03 00:00:00+00:00,0.8092850781296641,159776125.853883,28073.947327605,0.000379928,-1.67646778607183,0.007644569545258001,1.68411235561709,-53230.93261915511,0.080393518518518,6946,0.0,-2.31755212728061,989239.6034953194,205.61000061035156
2015-12-04 00:00:00+00:00,0.8376179780292121,159757296.269814,26691.747342317,0.00046352700000000004,-1.58467554995558,0.009284255837619,1.5939598057932,-7485.525359357096,0.079606481481481,6878,0.0,-2.27315899654289,989408.8396054991,209.6199951171875
2015-12-07 00:00:00+00:00,0.8005838265481571,159634401.407191,26728.549022252,0.000360767,-1.69924752175985,0.007155922536781,1.70640344429663,-52081.979321085004,0.08261574074074,7138,0.0,-2.35687716827733,860945.8549544234,208.35000610351562
2015-12-08 00:00:00+00:00,0.8231969394533131,159604612.212943,26321.646200894,0.000347478,-1.62317729267574,0.00846197053325,1.63163926320899,51057.16907929171,0.077430555555555,6690,0.0,-2.3220883336983498,870269.1223121472,206.9499969482422
2015-12-09 00:00:00+00:00,0.7898287800871391,159587227.342013,28334.199489433,0.000357765,-1.7329852997448199,0.006579211072867,1.73956451081769,13291.8121105506,0.081018518518518,7000,102117.97874,-2.38874478973778,626776.9714671485,205.33999633789062
2015-12-10 00:00:00+00:00,0.8421724278041071,159575458.815423,27488.684685043,0.000412567,-1.56158752643317,0.009736736583687,1.57132426301686,-101111.6533570117,0.08583333333333301,7416,0.0,-2.3002769485342602,509831.3617499247,205.8699951171875
2015-12-11 00:00:00+00:00,0.940812377968065,159558763.283517,27039.664943788,0.0006232490000000001,-1.29033771062579,0.020538219239551,1.31087592986535,-4168.460085117287,0.09371527777777701,8097,0.0,-2.12552597044703,599042.6189797502,201.8800048828125
2015-12-14 00:00:00+00:00,0.9893259675390641,159416258.060849,26783.246189561,0.002787281,-1.17193563618317,0.026981003087836002,1.198916639271,-86927.08843832789,0.1796875,15525,1904.77874,-2.05487467169191,646688.0250891,202.89999389648438
2015-12-15 00:00:00+00:00,1.008233448718347,159249720.833879,27128.939108337,0.0042171890000000005,-1.12764441306809,0.029789101729299,1.15743351479739,112636.721244386,0.235636574074074,20359,0.0,-2.02222166766298,780947.6150460802,205.02999877929688
2015-12-16 00:00:00+00:00,0.9921008715574331,157283254.296553,26501.560531875,0.00166846,-1.1360292513134,0.027139377078163003,1.1631686283915599,947132.85530458,0.11914351851851801,10294,0.0,-2.01036304438676,1767177.9395598471,208.02999877929688
2015-12-17 00:00:00+00:00,0.945640928305828,157137842.063825,26915.526075213,0.001203806,-1.23862876438951,0.020283780873023002,1.25891254526253,80172.40671999399,0.11109953703703701,9599,0.0,-2.09943279533062,1806554.0130637623,204.86000061035156
2015-12-18 00:00:00+00:00,0.918514696581822,157011911.361089,26703.743921455,0.001205128,-1.3032951205896,0.016869885436402002,1.320165006026,68442.2445797502,0.104502314814814,9029,25000.0,-2.15556647313962,1898733.7022019625,200.02000427246094
2015-12-21 00:00:00+00:00,0.894153630879942,156928349.117455,26496.931693998,0.0014763670000000001,-1.36167664071011,0.014039753043126001,1.37571639375324,-16664.83801209749,0.13959490740740702,12061,0.0,-2.21729108925371,1877796.9853541162,201.6699981689453
2015-12-22 00:00:00+00:00,0.8656947899680081,156866281.993849,27433.537525717,0.0021565770000000002,-1.43886479816573,0.011091008422116001,1.44995580658785,17962.171222957106,0.24332175925925903,21023,27061.97874,-2.27835914030822,1918546.4764993284,203.5
2015-12-23 00:00:00+00:00,0.8475960104708451,156880755.444967,27480.800990746,0.0029630140000000004,-1.49011686663689,0.009717608781201,1.4998344754180901,-17525.577178952502,0.263159722222222,22737,0.0,-2.31930719976466,1601794.719289776,206.02000427246094
2015-12-24 00:00:00+00:00,0.8612166813658281,156887262.697437,26732.317137863,0.001711585,-1.45015318580708,0.010736308465451,1.46088949427253,-28364.2940689617,0.15615740740740702,13492,0.0,-2.30028445801357,1580953.6973135453,205.67999267578125
2015-12-28 00:00:00+00:00,0.843502817427323,156924095.10928,27094.369240688,0.0013434710000000002,-1.49677542208369,0.009414651346297001,1.50619007342999,-27181.465401033907,0.14307870370370301,12362,0.0,-2.35828406402156,930707.3087952603,205.2100067138672
2015-12-29 00:00:00+00:00,0.874630295409042,156839561.376314,26694.28296105,0.001243308,-1.40702620444674,0.012181101890593,1.41920730633733,-218.2711186255001,0.13135416666666602,11349,2117.97874,-2.30418105092604,990862.7508723699,207.39999389648438
2015-12-30 00:00:00+00:00,0.914376037743006,156840121.294731,26812.382284002,0.0028394450000000003,-1.30119632418894,0.01704892271187,1.3182452469008101,-71721.2308716882,0.250833333333333,21672,0.0,-2.23282342687496,908170.8919715434,205.92999267578125
2015-12-31 00:00:00+00:00,0.9321089963293021,156753750.744676,26933.348574647,0.0009307170000000001,-1.2558612610956001,0.019307560983229003,1.27516882207883,37522.674763052,0.119224537037037,10301,0.0,-2.20268867427444,937163.3254666962,203.8699951171875
2016-01-04 00:00:00+00:00,0.9461480924825291,156734811.444718,27441.935431896,0.0007765640000000001,-1.2189239257923,0.021149079611185003,1.24007300540348,-30057.103583641998,0.109594907407407,9469,0.0,-2.1998727688811,827238.0074949097,201.02000427246094
2016-01-05 00:00:00+00:00,0.9530695854880911,156746380.205773,27899.575194504,0.002163346,-1.20197755846721,0.022175678268772002,1.22415323673598,318007.625092755,0.190092592592592,16424,300000.0,-2.19245758667543,1127401.0988076795,201.36000061035156
2016-01-06 00:00:00+00:00,0.953449068118386,156715041.908482,27692.00266845,0.00240264,-1.19600655470825,0.022114782732796,1.21812133744105,2652.704214635298,0.197442129629629,17059,0.0,-2.1958690405617,1182135.8073830474,198.82000732421875
2016-01-07 00:00:00+00:00,0.9436030098200341,156676472.843371,27087.694047602,0.002418314,-1.21782734661913,0.020594816340327,1.23842216295946,-75877.05991708339,0.25535879629629604,22063,26593.97874,-2.22113602046167,1055201.483471932,194.0500030517578
2016-01-08 00:00:00+00:00,0.9892095640817821,156666362.481342,28022.768257545,0.000929584,-1.11449662926109,0.028038728676667003,1.14253535793776,-63021.75043445,0.126342592592592,10916,0.0,-2.13617584483729,978888.8245515339,191.9199981689453
2016-01-11 00:00:00+00:00,1.06355132446286,156652976.911322,27030.669815113,0.000943875,-0.962564126497343,0.041481105133912004,1.00404523163126,-26571.879381553008,0.126041666666666,10890,0.0,-2.00118484849668,1034427.1942209974,192.11000061035156
2016-01-12 00:00:00+00:00,1.167405297323936,156668869.639921,25926.411972267,0.000988595,-0.7870605678656221,0.066876390042477,0.8539369579080991,98077.75369305498,0.125694444444444,10860,0.0,-1.7971072429442199,1121732.089618044,193.66000366210938
2016-01-13 00:00:00+00:00,1.123329404086042,156734121.910162,26595.625109444,0.0022677640000000002,-0.857503537481332,0.055321572999420005,0.9128251104807521,-58933.035331686595,0.187013888888888,16158,150000.0,-1.89230133522973,1149726.0211469159,188.8300018310547
2016-01-14 00:00:00+00:00,1.1921884812882,156687751.227707,26945.994926405,0.000993698,-0.7479439717931581,0.07303000771520901,0.820973979508367,-36366.860055761004,0.12324074074074001,10648,2123.97874,-1.75419428754096,1000722.354132751,191.92999267578125
2016-01-15 00:00:00+00:00,1.196404992871069,156692044.875543,26820.503874218,0.000863523,-0.7412168289681731,0.07303743533946401,0.814254264307637,-11530.663744993013,0.114212962962962,9868,0.0,-1.74873736581465,42058.61570549756,187.80999755859375
2016-01-19 00:00:00+00:00,1.357560603552854,157297714.614949,26128.389458228,0.0013616210000000001,-0.5341152234837591,0.10505276484181801,0.6391679883255761,115009.83490291901,0.15527777777777702,13416,150000.0,-1.44062619847737,208050.102621302,188.05999755859375
2016-01-20 00:00:00+00:00,1.531316648059859,157350330.345217,26561.51349187,0.0007158290000000001,-0.35496229388821404,0.142404962986454,0.49736725687466804,-23128.35797692,0.12278935185185101,10609,0.0,-1.08058571213922,201587.48322376423,185.64999389648438
2016-01-21 00:00:00+00:00,1.5480606772398282,157416510.42217,25939.514725834,0.000782435,-0.34037646858164505,0.145083331222627,0.48545979980427206,-107014.176397915,0.12416666666666601,10728,0.0,-1.04735351990611,76610.95967287011,186.69000244140625
2016-01-22 00:00:00+00:00,1.508142890507989,157529283.435664,26286.181325075,0.0011862250000000002,-0.37891038726519305,0.13496849600975902,0.513878883274953,-49638.844630563486,0.16024305555555501,13845,0.0,-1.13568632190297,44497.57526416518,190.52000427246094
2016-01-25 00:00:00+00:00,2.4928035428709823,159238275.239395,25740.972492861,0.001561372,0.17273052002640102,0.25577809620895603,0.08304757618255501,137096.88832993107,0.198043981481481,17111,200000.0,0.8283299080581651,204733.84292369336,187.63999938964844
2016-01-26 00:00:00+00:00,2.261930684706117,160257127.262912,27023.366807548,0.0014024180000000001,0.0794046049509,0.22929677515625901,0.149892170205359,68282.46883773501,0.19106481481481402,16508,1805.97874,0.33741196127621,261383.95172183216,190.1999969482422
2016-01-27 00:00:00+00:00,2.403197956344677,160838767.662703,26161.39139672,0.0021734370000000003,0.133417463878163,0.24052556713226403,0.10710810325410101,-175078.247682797,0.21674768518518503,18727,100000.0,0.5931140919229181,113486.64546904527,188.1300048828125
2016-01-28 00:00:00+00:00,2.5291426450088,161329588.750158,26602.293511041,0.001554603,0.176780686266051,0.25008414397218603,0.073303457706134,28297.27529488699,0.19391203703703702,16754,75000.0,0.8123494646672471,142001.906958187,189.11000061035156
2016-01-29 00:00:00+00:00,2.515380913011109,161874524.858818,26201.629093427,0.001427787,0.16924007330936403,0.245883067389491,0.07664299408012701,-89389.92870348098,0.189594907407407,16381,0.0,0.7602039439055951,124333.86631488986,193.72000122070312
2016-02-01 00:00:00+00:00,2.205558396134186,163166868.411816,26463.789227416,0.001229576,0.039957372661476004,0.206880915747954,0.166923543086477,-27085.586725073008,0.16420138888888802,14187,50901.97874,0.151714403102458,453995.8498031255,193.64999389648438
2016-02-02 00:00:00+00:00,2.436596071689222,163384829.090933,25894.150427838,0.0011378220000000001,0.134351056527719,0.230672277659586,0.096321221131866,-79778.13536731219,0.165266203703703,14279,0.0,0.561998517195208,418949.89544303156,190.16000366210938
2016-02-03 00:00:00+00:00,2.5201485431895048,163586852.582867,27329.447925477,0.001014626,0.16282181530417902,0.237146842099893,0.07432502679571301,-42817.0149242296,0.165150462962962,14269,0.0,0.69610998971281,406189.7916518729,191.3000030517578
2016-02-04 00:00:00+00:00,2.5664219722279773,163894223.189851,26595.061251857,0.00123021,0.17811535577317802,0.24111830282967703,0.063002947056498,-97132.63883774848,0.166331018518518,14371,0.0,0.7649964862739821,-8950.761271677911,191.60000610351562
2016-02-05 00:00:00+00:00,2.523322576694688,164233428.328105,26597.568121493,0.001465336,0.16176772045301901,0.235225579844303,0.073457859391284,-148094.760199278,0.17645833333333302,15246,100000.0,0.674329294843882,-159697.47496779822,187.9499969482422
2016-02-08 00:00:00+00:00,3.155982503824561,165426075.900423,26689.687427359,0.001416743,0.332147852605351,0.33216331964724705,1.5467041896e-05,-42814.730123179965,0.17018518518518502,14704,150000.0,1.64305343544694,142755.75166170113,185.4199981689453
2016-02-09 00:00:00+00:00,4.024197177617309,166568905.06733,26524.385675484,0.001891351,0.48195238767054405,0.48195238767054405,0.0,133370.40907064703,0.179571759259259,15515,50000.0,2.93842726775221,275616.23513459973,185.42999267578125
2016-02-10 00:00:00+00:00,4.435410256958598,168545325.934995,26220.134244371,0.0022457640000000004,0.522526651984076,0.522649453213997,0.00012280122992000002,-25347.944469007954,0.19824074074074002,17128,150861.97874,3.32884296011523,276839.3669037223,185.27000427246094
2016-02-11 00:00:00+00:00,6.061098394039962,171297238.275635,26524.336047266,0.0017539950000000002,0.6544527103584431,0.654514756504262,6.2046145819e-05,-235047.34804619,0.247974537037037,21425,50000.0,5.30804182982123,-56285.51221910864,182.86000061035156
2016-02-12 00:00:00+00:00,5.589237909962914,176458564.395289,26531.971795419,0.0012462530000000001,0.6111346924908551,0.6120133619723,0.0008786694814450001,334146.179027966,0.20936342592592502,18089,25000.0,4.16092406683887,336795.5010894295,186.6300048828125
2016-02-16 00:00:00+00:00,4.320471953289193,182090380.022223,26479.075770811,0.00125739,0.47042773156544404,0.47798487646789106,0.007557144902447001,-412136.31091393897,0.20280092592592502,17522,0.0,2.06809205431993,-152188.23208446056,189.77999877929688
